age;gender;edu_level;years_of_experience;industry;learning_preferences;weekly_study_hours;motivation;fav_animals;sweet_or_salty;fav_place;hobbies;age_cleaned;gender_cleaned;years_of_experience_cleaned;hobbies_cleaned;hobby_art;hobby_books;hobby_movies;hobby_other;hobby_sport;hobby_video_games;sweet_or_salty_cleaned;fav_animals_cleaned;learning_pref_books;learning_pref_online_courses;learning_pref_offline_courses;learning_pref_chatgpt;learning_pref_teamwork;learning_pref_personal_projects;Uczenie innych osób.;learning_pref_workshops;motivation_cleaned;Rozwój kariery;Pasja i zainteresowania;Praca i elastyczność;Tworzenie i innowacje;Rozwój umiejętności;Wynagrodzenie
45-54;Mężczyzna;Magister;16 i więcej;administrator sieci i systemów w służbie zdrowia;Kursy online, Praca zespołowa;15-20 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Wynagrodzenie, znalezienie właściwej dla siebie drogi dla zmiany sytuacji zawodowej;Psy i Koty;Słone;Morze Las ;Filmy / Seriale, Komputery systemy szkololenia ;45-54;0.0;>=16;hobby_movies, hobby_other;0;0;1;1;0;0;salty;Koty i Psy;0;1;0;0;1;0;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Inżynier ;11-15 lat;FMCG ;Kursy online, Książki, Samodzielne projekty;Więcej niż 20 godzin;Rozwój kariery, Wynagrodzenie;Psy;Słone;Góry;Sport, Gry komputerowe;35-44;0.0;11-15;hobby_sport, hobby_video_games;0;0;0;0;1;1;salty;Psy;1;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Kobieta;Magister;11-15 lat;produkcja;Kursy online, Samodzielne projekty;Mniej niż 5 godzin;Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne;Psy;Słodkie;Las;Sport;35-44;1.0;11-15;hobby_sport;0;0;0;0;1;0;sweet;Psy;0;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
55-64;Mężczyzna;Magister;16 i więcej;IT;Kursy online, Książki, Warsztaty, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwój kariery, Pasja do analizy danych, Dodanie kompetencji Data Science do obecnego profilu IT, jako dźwigni zwiększającej mój projektowy zasięg (getting out of the box).;Lubię koty, ale mam psa, który jest moim przyjacielem i dba abym się nie przepracowywał. Oprócz tego pies zwiększa moje kompetencje społeczne na osiedlu, co jest ważne, gdy pracujesz w IT. A więc koniunkcja: i koty i psy. ;Słone;Morze;Sport, Sztuka, Filmy / Seriale;55-64;0.0;>=16;hobby_sport, hobby_art, hobby_movies;1;0;1;0;1;0;salty;Koty i Psy;1;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Kobieta;Magister;6-10 lat;fundusze europejskie;Kursy online, Książki, Warsztaty;5-10 godzin;Rozwój kariery;Psy;Słodkie;góry, morze, las;Sport, Książki, Filmy / Seriale;35-44;1.0;6-10;hobby_sport, hobby_books, hobby_movies;0;1;1;0;1;0;sweet;Psy;1;1;0;0;0;0;0;1;Rozwój kariery, Pasja i zainteresowania, Praca i elastyczność, Tworzenie i innowacje, Rozwój umiejętności, Wynagrodzenie;1;1;1;1;1;1
25-34;Kobieta;Magister;6-10 lat;Zdrowie;Kursy online, Warsztaty, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwój kariery, Wyzwania intelektualne, Wynagrodzenie;Psy;Słodkie;Las;Sport, Filmy / Seriale, spotkania z rodziną i przyjaciółmi;25-34;1.0;6-10;hobby_sport, hobby_movies, hobby_other;0;0;1;1;1;0;sweet;Psy;0;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Doktorat;11-15 lat;Administracja ;Kursy online, Książki, Warsztaty;Mniej niż 5 godzin;Rozwój kariery, Wyzwania intelektualne;Psy;Słone;Teren nad rzeką ;Sport, Książki, Opieka nad dzieckiem ;35-44;0.0;11-15;hobby_sport, hobby_books, hobby_other;0;1;0;1;1;0;salty;Psy;1;1;0;0;0;0;0;1;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
25-34;Mężczyzna;Inżynier;6-10 lat;Projektowanie mebli na wymiar;Kursy online, Książki, Samodzielne projekty;Mniej niż 5 godzin;Rozwój kariery, Wyzwania intelektualne, Wynagrodzenie;Wszystkie;Słodkie;Góry;Sport, Filmy / Seriale;25-34;0.0;6-10;hobby_sport, hobby_movies;0;0;1;0;1;0;sweet;Inne;1;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
55-64;Mężczyzna;Magister;16 i więcej;IT;Kursy online;5-10 godzin;Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Pasja do analizy danych;Psy;Słodkie;Miasto;Książki;55-64;0.0;>=16;hobby_books;0;1;0;0;0;0;sweet;Psy;0;1;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
18-24;Mężczyzna;Szkoła średnia / Technikum;0-2 lata;IT;Kursy online, Książki, Samodzielne projekty;10-15 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wynagrodzenie;Psy;Słone;Góry;;18-24;0.0;0-2;[];0;0;0;0;0;0;salty;Psy;1;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Kobieta;Licencjat;0-2 lata;Zdrowie;Kursy online, Książki, Samodzielne projekty;5-10 godzin;Rozwój kariery, Wyzwania intelektualne, Pasja do analizy danych;Psy;Słone;Morze;Książki;35-44;1.0;0-2;hobby_books;0;1;0;0;0;0;salty;Psy;1;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Licencjat;16 i więcej;Logistyka ;Kursy online;10-15 godzin;Rozwój kariery, Wyzwania intelektualne, Pasja do analizy danych;Psy;Słone;Albania ;Książki, Sztuka, Filmy / Seriale;45-54;0.0;>=16;hobby_books, hobby_art, hobby_movies;1;1;1;0;0;0;salty;Psy;0;1;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Kobieta;Doktorat;16 i więcej;Ochrona Środowiska;Kursy online, Książki, Warsztaty, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne;jaszczurki;Słodkie;Mazury;Książki, Nauka angielskiego;35-44;1.0;>=16;hobby_books, hobby_other;0;1;0;1;0;0;sweet;Inne;1;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Kobieta;Magister;16 i więcej;IT;Kursy online, Książki, Warsztaty;5-10 godzin;Rozwój kariery;Psy;Słodkie;Morze;Książki, Filmy / Seriale;45-54;1.0;>=16;hobby_books, hobby_movies;0;1;1;0;0;0;sweet;Psy;1;1;0;0;0;0;0;1;Rozwój kariery, Pasja i zainteresowania, Praca i elastyczność, Tworzenie i innowacje, Rozwój umiejętności, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Licencjat;0-2 lata;Finanse;Praca zespołowa, Samodzielne projekty;10-15 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Pasja do analizy danych;;Słone;Góry;Sport;35-44;0.0;0-2;hobby_sport;0;0;0;0;1;0;salty;Brak ulubionych;0;0;0;0;1;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Szkoła średnia / Technikum;16 i więcej;IT;Kursy online, Książki, Samodzielne projekty;5-10 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Pasja do analizy danych, Wynagrodzenie;Psy;Słone;Góry;Sport;45-54;0.0;>=16;hobby_sport;0;0;0;0;1;0;salty;Psy;1;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
25-34;Mężczyzna;Magister;6-10 lat;Automotiv;Kursy online, Książki;10-15 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wynagrodzenie;Psy;Słone;Morze;Sport, Książki;25-34;0.0;6-10;hobby_sport, hobby_books;0;1;0;0;1;0;salty;Psy;1;1;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Magister;6-10 lat;Finanse;Kursy online, Książki, Warsztaty;Mniej niż 5 godzin;Rozwój kariery, Wynagrodzenie;Psy;Słone;Morze;Sport, Książki, Sztuka, Filmy / Seriale;35-44;0.0;6-10;hobby_sport, hobby_books, hobby_art, hobby_movies;1;1;1;0;1;0;salty;Psy;1;1;0;0;0;0;0;1;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
25-34;Mężczyzna;Magister;3-5 lat;Pomoc Społeczna (Asystent osobisty osoby z niepełnosprawnością);Kursy online, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwój kariery;Króliki minaturki;Słodkie;Las;Gry komputerowe, Filmy / Seriale;25-34;0.0;3-5;hobby_video_games, hobby_movies;0;0;1;0;0;1;sweet;Inne;0;1;0;0;1;1;0;0;Rozwój kariery, Pasja i zainteresowania, Praca i elastyczność, Tworzenie i innowacje, Rozwój umiejętności, Wynagrodzenie;1;1;1;1;1;1
25-34;Mężczyzna;Szkoła średnia / Technikum;0-2 lata;Zabezpieczenia transportowe;Kursy online, Książki, Warsztaty, Praca zespołowa;5-10 godzin;Rozwój kariery, Wyzwania intelektualne, Wynagrodzenie;Psy;Słone;Góry;Sport, Gry komputerowe;25-34;0.0;0-2;hobby_sport, hobby_video_games;0;0;0;0;1;1;salty;Psy;1;1;0;0;1;0;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Szkoła średnia / Technikum;16 i więcej;Marketing;Kursy online, Książki, Samodzielne projekty;5-10 godzin;Rozwój kariery, Pomoc w realizacji swoich pomysłów;egzotyczne;Słodkie;Las;Sport, Książki, Gry komputerowe;45-54;0.0;>=16;hobby_sport, hobby_books, hobby_video_games;0;1;0;0;1;1;sweet;Inne;1;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
Nie chcę podawać;Kobieta;Doktorat;16 i więcej;;Kursy online, Książki, Warsztaty, Praca zespołowa, Samodzielne projekty;15-20 godzin;Rozwój kariery, Wyzwania intelektualne, Pasja do analizy danych;Psy;Słodkie;Morze;Książki, Sztuka, ;unknown;1.0;>=16;hobby_books, hobby_art, hobby_other;1;1;0;1;0;0;sweet;Psy;1;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Licencjat;11-15 lat;Logistyka i Produkcja;Kursy online, Warsztaty, Praca zespołowa;Więcej niż 20 godzin;Rozwój kariery, Wyzwania intelektualne, Wynagrodzenie;Psy;Słone;Las;Sport, Sztuka, Filmy / Seriale;35-44;0.0;11-15;hobby_sport, hobby_art, hobby_movies;1;0;1;0;1;0;salty;Psy;0;1;0;0;1;0;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Magister;16 i więcej;Transport;Kursy online, Warsztaty, Praca zespołowa, Samodzielne projekty;Mniej niż 5 godzin;Wyzwania intelektualne, Wynagrodzenie;Psy;Słodkie;Las;Sport;45-54;0.0;>=16;hobby_sport;0;0;0;0;1;0;sweet;Psy;0;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
55-64;Mężczyzna;Magister;16 i więcej;Property Management;Kursy online, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwój kariery, Wyzwania intelektualne, Wynagrodzenie;Psy;Słone;Las;Sport;55-64;0.0;>=16;hobby_sport;0;0;0;0;1;0;salty;Psy;0;1;0;0;1;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Kobieta;Szkoła średnia / Technikum;6-10 lat;księgowość;Kursy online, Książki, Warsztaty;5-10 godzin;Rozwój kariery, Wynagrodzenie;Psy;Słodkie;Las;Książki;35-44;1.0;6-10;hobby_books;0;1;0;0;0;0;sweet;Psy;1;1;0;0;0;0;0;1;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Magister;16 i więcej;Bezpieczeństwo;Kursy online, Książki, Warsztaty, Praca zespołowa, Samodzielne projekty;Mniej niż 5 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne;Psy;Słodkie;Góry, Morze, Las;Sport, Gry komputerowe, Filmy / Seriale;35-44;0.0;>=16;hobby_sport, hobby_video_games, hobby_movies;0;0;1;0;1;1;sweet;Psy;1;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Kobieta;Magister;6-10 lat;Produkcja ;Kursy online, Książki, Warsztaty, Samodzielne projekty;Mniej niż 5 godzin;Rozwój kariery, Wyzwania intelektualne, Wynagrodzenie;Psy;Słodkie;Morze;Książki, Filmy / Seriale;35-44;1.0;6-10;hobby_books, hobby_movies;0;1;1;0;0;0;sweet;Psy;1;1;0;0;0;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Magister;6-10 lat;Mechanik;Kursy online, Warsztaty, Praca zespołowa;Mniej niż 5 godzin;Rozwój kariery, Wynagrodzenie;;Słodkie;Morze;Gry komputerowe, Filmy / Seriale;35-44;0.0;6-10;hobby_video_games, hobby_movies;0;0;1;0;0;1;sweet;Brak ulubionych;0;1;0;0;1;0;0;1;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Doktorat;16 i więcej;Edukacja;Kursy online, Książki, Samodzielne projekty;Więcej niż 20 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Pasja do analizy danych, Wynagrodzenie;;;;;35-44;0.0;>=16;[];0;0;0;0;0;0;;Brak ulubionych;1;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Szkoła średnia / Technikum;16 i więcej;Logistyka i Transport;Kursy online, Książki, Warsztaty, Praca zespołowa, Samodzielne projekty;Mniej niż 5 godzin;Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Pasja do analizy danych;Nie mam ulubionych zwierząt lubię sowy;Słodkie;miejsca, gdzie jest mało ludzi;Książki, Sztuka, Filmy / Seriale, podróżowanie;45-54;0.0;>=16;hobby_books, hobby_art, hobby_movies, hobby_other;1;1;1;1;0;0;sweet;Inne;1;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Szkoła średnia / Technikum;16 i więcej;handel;Kursy online, Książki;Mniej niż 5 godzin;Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Wynagrodzenie;;Słone;Góry;Książki, Gry komputerowe, Filmy / Seriale;45-54;0.0;>=16;hobby_books, hobby_video_games, hobby_movies;0;1;1;0;0;1;salty;Brak ulubionych;1;1;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
55-64;Mężczyzna;Magister;16 i więcej;Edukacja;Kursy online, Warsztaty, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Wynagrodzenie;Psy;Słodkie;Morze;Sport;55-64;0.0;>=16;hobby_sport;0;0;0;0;1;0;sweet;Psy;0;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Szkoła średnia / Technikum;0-2 lata;Logistyka;Kursy online, Książki, Warsztaty, Praca zespołowa;10-15 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wynagrodzenie;Psy;Słodkie;Góry;Książki, Gry komputerowe, Podróże;35-44;0.0;0-2;hobby_books, hobby_video_games, hobby_other;0;1;0;1;0;1;sweet;Psy;1;1;0;0;1;0;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Kobieta;Magister;11-15 lat;budownictwo/architektura;Kursy online, Samodzielne projekty;5-10 godzin;Rozwiązywanie rzeczywistych problemów;Koty;Słodkie;Góry;Sport, Filmy / Seriale;35-44;1.0;11-15;hobby_sport, hobby_movies;0;0;1;0;1;0;sweet;Koty;0;1;0;0;0;1;0;0;Rozwój kariery, Pasja i zainteresowania, Praca i elastyczność, Tworzenie i innowacje, Rozwój umiejętności, Wynagrodzenie;1;1;1;1;1;1
45-54;Kobieta;Magister;0-2 lata;Usługi;Książki;Mniej niż 5 godzin;Rozwój kariery, Wynagrodzenie;Psy;Słodkie;Morze;Filmy / Seriale;45-54;1.0;0-2;hobby_movies;0;0;1;0;0;0;sweet;Psy;1;0;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
